tile,cpc
<<<<<<< HEAD
10,0.4549158974408727
101,0.5182182876152405
103,0.5397021950724974
104,0.5082433515549821
107,0.5592768606989736
110,0.0
111,0.0
113,0.4966416727034125
114,0.5251551884727295
117,0.5388411843825344
118,0.5111248847741955
119,0.48594579614532735
132,0.528197006847149
135,0.5463217630912439
138,0.0
143,0.5521279933075395
146,0.43620639981937204
147,0.4944093376789165
148,0.4729146397049995
151,0.0
153,0.4869932036559644
156,0.6249105397288782
157,0.4235604155695725
158,0.47386742557764033
160,0.47035242686118006
161,0.505476507050345
163,0.48424984837078316
164,0.4782682099817946
165,0.5299373657505397
166,0.5002932551319648
169,0.0
17,0.5952931288085732
173,0.49269584492602686
174,0.0
177,0.5096358979181249
178,0.48397493538740144
18,0.47686832740213525
187,0.0
189,0.4852354349561053
190,0.5988211264152867
191,0.7633625245673237
192,0.49858520867292605
195,0.43569667739640455
196,0.5524287716020552
202,0.5147826086956522
206,0.0
207,0.48397778071274905
208,0.43759224805524943
209,0.5008736180507382
21,0.44521478291863226
210,0.5724975615609864
212,0.6239841224751184
213,0.5391404086682383
214,0.0
216,0.0
22,0.33074561238133643
221,0.5711364995735573
227,0.0
23,0.49074727233627785
230,0.0
235,0.5219607843137255
240,0.5491127702899253
241,0.5770386716185549
246,0.6405770899885792
248,0.5074163065176056
251,0.5610051010312217
253,0.7011032888342879
255,0.6150317505514455
256,0.5384523583718723
264,0.0
266,0.513696230009208
267,0.5424004768538363
270,0.4573399270877486
271,0.5438093438667362
274,0.4420177812137611
275,0.0
277,0.4442088363646905
278,0.5546619546692598
284,0.5997782705099778
287,0.0
290,0.478471628172227
293,0.5043229011012285
295,0.5314855661695242
296,0.526127299365131
297,0.4095715080690039
30,0.47365592150347546
300,0.5005945130488352
301,0.6024897876740625
302,0.514531044233622
303,0.545353270048593
306,0.5607661822985469
31,0.4877347414130924
311,0.5766738660907127
318,0.4957433321039855
319,0.4948324387815349
32,0.3612707881844977
320,0.520627054635246
321,0.4668673162569509
323,0.43316018233931775
325,0.48762744284131615
326,0.5671119592875318
328,0.6453210831991805
331,0.5482977038796516
333,0.723202170963365
342,0.2607242122670359
345,0.5616078963144685
347,0.4537792405746764
348,0.4812293795890114
349,0.5544421417358849
352,0.4934069450145253
354,0.4612167544441887
355,0.37881801417259553
356,0.5011003403796633
=======
10,0.45354279705962597
101,0.5180575051897796
103,0.5202305336678658
104,0.5159020843623788
107,0.5365580847860586
110,0.0
111,0.0
113,0.4922367479286077
114,0.5168246549131358
117,0.5842047854818676
118,0.5111702115719902
119,0.48418182757127676
132,0.5034567937324602
135,0.5436086841366715
138,0.0
143,0.5521279933075395
146,0.43603877303069666
147,0.48917471340357044
148,0.5102972440078271
151,0.0
153,0.4869932036559644
156,0.6345865376467889
157,0.42744202847027546
158,0.46918629060112116
160,0.46658133681646147
161,0.5287991600847316
163,0.46751740953221504
164,0.47778867850297785
165,0.5286864172923577
166,0.5002932551319648
169,0.0
17,0.5952931288085732
173,0.48975589501596717
174,0.0
177,0.48630596122508385
178,0.48383039501155156
18,0.47686832740213525
187,0.0
189,0.4852354349561053
190,0.5726199169219143
191,0.7631706149998913
192,0.4973153659372859
195,0.4340822176556969
196,0.5524287716020552
202,0.5147826086956522
206,0.0
207,0.4837982504894664
208,0.4373809837375877
209,0.5005245825634099
21,0.4348708368769072
210,0.5719480739264351
212,0.565313338576732
213,0.5409031288296569
214,0.0
216,0.0
22,0.38345642198540736
221,0.5694287861023835
227,0.0
23,0.5532754390503972
230,0.0
