tile,cpc
10,0.4542206102240442
101,0.5179481505348528
103,0.5242421591107425
104,0.5148371902654565
107,0.5432344835960611
110,0.0
111,0.0
113,0.495289340834306
114,0.5224089724394727
117,0.5838012387290932
118,0.5148711348340531
119,0.4848097929446001
132,0.5083930892029509
135,0.5456013995081933
138,0.0
143,0.5521279933075395
146,0.4359097812904115
147,0.4937950231650526
148,0.48046170005893013
151,0.0
153,0.4869932036559644
156,0.6242977716615493
157,0.42282086214942644
158,0.4708472374820909
160,0.4682002963488991
161,0.5221904481396034
163,0.4708147681018136
164,0.4775440701229755
165,0.5260817705447565
166,0.5002932551319648
169,0.0
17,0.5952931288085732
173,0.49239825848230007
174,0.0
177,0.4923857001120982
178,0.48373500121532315
18,0.47686832740213525
187,0.0
189,0.4852354349561053
190,0.586691696120459
191,0.7629818709510969
192,0.49579746214874143
195,0.4346149481914174
196,0.5524287716020552
202,0.5147826086956522
206,0.0
207,0.4836684835866298
208,0.4372241890414225
209,0.5003504440883598
21,0.41790082984059485
210,0.5718247894486548
212,0.5910303605066156
213,0.5406371540445853
214,0.0
216,0.0
22,0.3583652238552122
221,0.5700967731533986
227,0.0
23,0.5279681359643671
230,0.0
235,0.5219607843137255
240,0.5491127702899253
241,0.5731642676560449
246,0.6377469596216234
248,0.505468432213506
251,0.5601964070281109
253,0.7005094678833482
255,0.5925226570672071
256,0.5381815176785535
264,0.0
266,0.5124698720841274
267,0.5243153179248822
270,0.45421634208526546
271,0.5322045992189732
274,0.4420177812137611
275,0.0
277,0.4434415808134939
278,0.552202643957468
284,0.5997782705099778
287,0.0
290,0.478471628172227
293,0.5038137049017869
295,0.5414421084756247
296,0.526127299365131
297,0.4095715080690039
30,0.48422621337970995
300,0.5051413915490591
301,0.5982817750233003
302,0.5046931644882235
303,0.5446125756822984
306,0.5607661822985469
31,0.5035492587899768
311,0.5766738660907127
318,0.5013945892416591
319,0.48480135151910064
32,0.385818061509899
320,0.5243597265087189
321,0.45399754247661
323,0.4328165822552282
325,0.48849015676184027
326,0.5671119592875318
328,0.6557601964624874
331,0.5482977038796516
333,0.723202170963365
342,0.26508101549881335
345,0.5611401902565503
347,0.497476377340515
348,0.5275990343843818
349,0.5600652810135158
352,0.4882074662123598
354,0.45959692036965255
355,0.4276138468541793
356,0.5052916071898671
358,0.0
359,0.37988966900702104
360,0.5977055449330784
362,0.6890838206627681
364,0.0
365,0.455914985207974
367,0.0
37,0.5998493572538932
371,0.19211249316436482
373,0.4708483369650923
377,0.48632095290116173
379,0.5005561086921809
38,0.4692218350754936
383,0.4268550613121006
386,0.547333948934306
388,0.6082897599577443
389,0.0
39,0.5746190318412004
390,0.7498039215686274
396,0.0
399,0.3819337200544557
4,0.512474694446328
40,0.4657021998807935
401,0.5652799012558001
402,0.5499425591782414
405,0.5276386379514547
408,0.5388470230988709
41,0.4504526248955383
411,0.43899503927192113
412,0.4609585172949625
414,0.5499334787677256
417,0.6004092370651856
42,0.4736507550565368
422,0.4803263175946755
43,0.44033330388197917
437,0.39921464880678453
438,0.6755246491990563
439,0.46934865900383144
44,0.4244368012615292
440,0.0
444,0.0
445,0.5359474720483167
447,0.0
45,0.6014461931093151
450,0.4546011404913847
456,0.43523956608314845
463,0.48330846538873007
467,0.5841841827861408
47,0.49949520588871904
49,0.5386522358576323
5,0.5272803879614331
50,0.5430081922332695
54,0.5625338757516859
55,0.5018315018315018
56,0.0
57,0.5329506980716472
58,0.546580006190034
59,0.0
60,0.48559670781893005
70,0.5395787683562082
72,0.5241832622071986
73,0.46937018961213334
78,0.5460580312592401
80,0.6562153650866189
82,0.4902102235874654
84,0.43345156111294175
87,0.43107026386006525
88,0.5834425536318901
9,0.660164099127486
91,0.49145145044219185
93,0.48556288383811863
94,0.4432135013889405
97,0.4711898913215603
98,0.49916195360740034
99,0.4787658683834589
