tile,cpc
<<<<<<< HEAD
320,0.5256359776201557
321,0.4336936169108816
323,0.43239137473960026
325,0.4882746277677642
326,0.5671119592875318
328,0.6430405806539343
331,0.5482977038796516
333,0.723202170963365
342,0.2410979887575458
345,0.5085060583300562
347,0.46860224922671206
348,0.48106645482016525
349,0.5355809768296715
352,0.4990048177988685
354,0.46196604282476744
355,0.38531034022586524
356,0.49548436801764034
>>>>>>> a918bf0ae3a3b931419c72d788c829ac53da355a
358,0.0
359,0.37988966900702104
360,0.5977055449330784
362,0.6890838206627681
364,0.0
<<<<<<< HEAD
365,0.4574308853928363
367,0.0
37,0.6509964716604341
371,0.19517093287218057
373,0.4237568954511152
377,0.4779962206986775
379,0.5087993004044442
38,0.4692218350754936
383,0.4206203285402532
386,0.5500410290680477
388,0.609235281721002
389,0.0
39,0.5650044279260533
390,0.7498039215686274
396,0.0
399,0.35232655893163084
4,0.5122763789115956
40,0.4651312572676419
401,0.53499472384772
402,0.5542743359183467
405,0.5350652016806984
408,0.5309226076096071
41,0.46485357138055056
411,0.44412049255991176
412,0.46643129261130734
414,0.535623528578625
417,0.6004092370651856
42,0.476417903306976
422,0.4813767993273481
43,0.43982188375035575
437,0.4000737530553279
438,0.6755246491990563
439,0.46934865900383144
44,0.42605540807651165
440,0.0
444,0.0
445,0.5331972652896686
447,0.0
45,0.6014461931093151
450,0.4423010023435987
456,0.42706626560533295
463,0.49492627683019985
467,0.593834185537379
47,0.5001276316769077
49,0.5392002505561238
5,0.5285430831952225
50,0.5413199739968326
54,0.57442516992071
55,0.5018315018315018
56,0.0
57,0.5333622474860841
58,0.546580006190034
59,0.0
60,0.48559670781893005
70,0.5399079814504516
72,0.5289110613016283
73,0.46967487293549803
78,0.5601132835600237
80,0.6579042791623243
82,0.49634344114809176
84,0.4147086244970357
87,0.43107026386006525
88,0.5915120731905946
9,0.6906743075423558
91,0.4921568368398775
93,0.4819778251208492
94,0.4389673585752941
97,0.4701814488366478
98,0.5002975398386975
99,0.4821935440023725
=======
365,0.4561175343085987
367,0.0
37,0.6463734431162701
371,0.17502177450072184
373,0.40490000308194835
377,0.4871813751259736
379,0.507600126210709
38,0.4692218350754936
383,0.40894986825417684
386,0.5465045691861397
388,0.6082529993550709
389,0.0
39,0.5690159065008712
390,0.7498039215686274
396,0.0
399,0.37225743790829213
4,0.510368841742018
40,0.4659650337192781
401,0.535562377463046
402,0.549179746055298
405,0.5402429282386633
408,0.5363475903461605
41,0.4437929135426725
411,0.4296376373859799
412,0.45430051621929124
414,0.5473198075964749
417,0.6004092370651856
42,0.48623530948165156
422,0.4792114660035341
43,0.43238455380438173
437,0.39858047379124273
438,0.6755246491990563
439,0.46934865900383144
44,0.43005198636297126
440,0.0
444,0.0
445,0.5447504628656288
447,0.0
45,0.6014461931093151
450,0.41021797419254574
456,0.3848407265501058
463,0.5133017565937343
467,0.5873501025908063
47,0.5012059661716785
49,0.5389123384072793
5,0.5289783922067683
50,0.5461703026826695
54,0.5731192379461253
55,0.5018315018315018
56,0.0
57,0.5330094427253367
58,0.546580006190034
59,0.0
60,0.48559670781893005
70,0.5393732575769361
72,0.5227013143949126
73,0.4724395907466141
78,0.5549007440586191
80,0.6551270875242476
82,0.49098676056552787
84,0.37552153235036406
87,0.43107026386006525
88,0.5937950762679657
9,0.6647558347116405
91,0.4910665200035557
93,0.4587116749627983
94,0.4241468811270637
97,0.4648533488261296
98,0.5028063200389994
99,0.4820789847772066
>>>>>>> a918bf0ae3a3b931419c72d788c829ac53da355a
