tile,cpc
10,0.45553230336748324
101,0.5181983193233848
103,0.5386475181946898
104,0.5237347767470301
107,0.5525823740074493
110,0.0
111,0.0
113,0.5012309386591997
114,0.5265540194937718
117,0.5512942060775665
118,0.5123614280463146
119,0.48654935554206225
132,0.5244398489322009
135,0.5462766148876159
138,0.0
143,0.5521279933075395
146,0.43616316144606715
147,0.4911930756926344
148,0.47175900361449746
151,0.0
153,0.4869932036559644
156,0.6270236680057069
157,0.4224352339167388
158,0.4744100404980726
160,0.46962928352617156
161,0.4996834232340998
163,0.483228989764723
164,0.4781778507107116
165,0.5298051082754603
166,0.5002932551319648
169,0.0
17,0.5952931288085732
173,0.49406027650387374
174,0.0
177,0.5098469035567882
178,0.48395231084978074
18,0.47686832740213525
187,0.0
189,0.4852354349561053
190,0.6073944188128645
191,0.7633385457636404
192,0.49849552216971105
195,0.43654084101369994
196,0.5524287716020552
202,0.5147826086956522
206,0.0
207,0.4839528649213049
208,0.4375573874974916
209,0.5008451729046892
21,0.4558383206704944
210,0.5724463175583534
212,0.624735868617845
213,0.5392043032772508
214,0.0
216,0.0
22,0.3489921912938976
221,0.5716970407839573
227,0.0
23,0.4980234088212316
230,0.0
235,0.5219607843137255
240,0.5491127702899253
241,0.5713750209101354
246,0.6411637387033237
248,0.5076767844980922
251,0.5609456192432777
253,0.7010835802066431
255,0.6182569019426899
256,0.5384413183436113
264,0.0
266,0.5143442951513597
267,0.5408668383987891
270,0.45717935740052695
271,0.5432802983127311
274,0.4420177812137611
275,0.0
277,0.4441052881164985
278,0.5520867720157738
284,0.5997782705099778
287,0.0
290,0.478471628172227
293,0.5002573662059827
295,0.5413161765162882
296,0.526127299365131
297,0.4095715080690039
30,0.4704399247019891
300,0.49956067813340055
301,0.6030821155124074
302,0.5166761232479111
303,0.5453280440563869
306,0.5607661822985469
31,0.494418837968992
311,0.5766738660907127
318,0.49228740322269016
319,0.4956403365152369
32,0.36617798415818364
320,0.5177084732196819
321,0.4756809484251761
323,0.4341911883786478
325,0.4872800671467441
326,0.5671119592875318
328,0.6543418948574876
331,0.5482977038796516
333,0.723202170963365
342,0.25676272269045547
345,0.552762610738115
347,0.4622669582364527
348,0.489045237268915
349,0.5455824108623437
352,0.4932313880633414
354,0.4607114991490437
355,0.4050912893877589
356,0.5022270270688801
358,0.0
359,0.37988966900702104
360,0.5977055449330784
362,0.6890838206627681
364,0.0
365,0.4573980556721209
367,0.0
37,0.65209728973022
371,0.18999766947745803
373,0.4212640379930977
377,0.4850543306329568
379,0.5136225090051152
38,0.4692218350754936
383,0.425676112186566
386,0.5495530388085309
388,0.6092043804933279
389,0.0
39,0.5672838131651005
390,0.7498039215686274
396,0.0
399,0.3666948857629024
4,0.5140134786061431
40,0.4660424674332237
401,0.54003531270637
402,0.5547938990439635
405,0.5401031129581857
408,0.5357051909420972
41,0.46755739169655886
411,0.44168959547277115
412,0.46691401788852366
414,0.545100136648541
417,0.6004092370651856
42,0.4786928687299913
422,0.48124063231904873
43,0.43961047219053984
437,0.40004906691439956
438,0.6755246491990563
439,0.46934865900383144
44,0.4268738517290052
440,0.0
444,0.0
445,0.5344614066306035
447,0.0
45,0.6014461931093151
450,0.44415280397357215
456,0.41964068402319454
463,0.48881808315505765
467,0.599231317669684
47,0.5024163877235729
49,0.5391530647168468
5,0.5310514131387524
50,0.5415001038810553
54,0.5744806841323375
55,0.5018315018315018
56,0.0
57,0.5333377256352321
58,0.546580006190034
59,0.0
60,0.48559670781893005
70,0.5401287705507307
72,0.5272122703622816
73,0.4666556173434277
78,0.5616325861176819
80,0.6576868989362503
82,0.49646884255440704
84,0.41258548220759017
87,0.43107026386006525
88,0.5903112475815367
9,0.6977635452022809
91,0.4920911759933629
93,0.48994111596340223
94,0.4386957767841947
97,0.4686691872958009
98,0.5004001156368455
99,0.4827109004291496
